user_id,anime_id,rating,genre,type,genre_encoded,type_encoded
18487,6045,8,"Romance, School, Shoujo, Slice of Life",TV,947,5
43505,31630,5,"Comedy, Drama, Mystery, Police",TV,527,5
69736,6114,9,"Drama, Historical, Seinen, Thriller",TV,798,5
17095,15605,5,"Harem, Romance, Shoujo",TV,892,5
70830,482,7,"Action, Comedy, Fantasy, Game, Shounen",TV,150,5
19384,28907,8,"Action, Adventure, Fantasy, Military",TV,88,5
73203,6547,7,"Action, Comedy, Drama, School, Supernatural",TV,132,5
50757,133,8,"Comedy, Ecchi, Romance, School, Slice of Life",TV,603,5
12531,4214,7,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire",TV,567,5
148,22319,7,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,227,5
4533,6045,7,"Romance, School, Shoujo, Slice of Life",TV,947,5
35560,31764,8,"Action, Adventure, Fantasy, Military",TV,88,5
5053,789,6,"Drama, Fantasy, Psychological, Supernatural",TV,774,5
25423,10092,9,"Action, Mecha, Military, Shounen",Movie,328,0
57453,7785,1,"Mystery, Psychological, Romance",TV,928,5
65255,21635,6,"Comedy, School, Slice of Life",Special,733,4
4541,16498,10,"Action, Drama, Fantasy, Shounen, Super Power",TV,220,5
49314,25283,7,"Action, Drama, Fantasy, Magic, School",TV,214,5
31823,21939,8,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV,464,5
24456,6713,7,"Comedy, Music",OVA,673,3
27551,902,6,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,415,0
23919,9736,6,"Comedy, Demons, Ecchi, Fantasy, Romance, Seinen",TV,490,5
51142,546,10,"Drama, Romance, School, Supernatural",TV,837,5
62012,905,6,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,415,0
28187,2993,8,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Shounen, Vampire",TV,566,5
70337,4382,8,"Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life",TV,679,5
28186,10805,7,"Comedy, Music, Shounen, Supernatural",OVA,676,3
10931,4703,6,"Fantasy, Kids, Magic, Romance, Shoujo, Super Power",Movie,874,0
56300,918,9,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,162,5
47282,8074,7,"Action, Ecchi, Horror, Supernatural",TV,265,5
38382,30654,7,"Action, Comedy, School, Shounen",TV,187,5
70586,7769,7,"Comedy, Parody, Romance",TV,688,5
73324,8986,10,"Action, Demons, Horror, Supernatural",OVA,209,3
8520,32182,9,"Action, Comedy, Slice of Life, Supernatural",TV,200,5
28729,3089,8,"Drama, Military",Movie,810,0
33147,25397,9,"Action, Ecchi, Harem, Romance, School, Supernatural",TV,264,5
7870,6164,8,"Romance, Shoujo Ai, Slice of Life",TV,950,5
567,5203,8,"Fantasy, Slice of Life",TV,883,5
31626,22071,6,"Comedy, Romance, Slice of Life",Special,720,4
10806,2579,7,"Adventure, Historical, Kids, Romance",TV,477,5
60326,33161,7,"Comedy, Romance, School",OVA,698,3
7143,125,8,"Comedy, Romance, School",TV,698,5
54517,13055,7,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",OVA,593,3
72724,537,5,"Action, Adventure, Martial Arts, Sci-Fi",OVA,101,3
21943,2001,9,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,41,5
2379,4053,7,"Comedy, School, Shounen, Sports",OVA,732,3
57823,30240,8,"Comedy, Ecchi, Romance, School, Seinen",TV,601,5
26819,318,6,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,585,5
3676,2150,8,"Adventure, Comedy, Fantasy, Kids, Slice of Life",TV,406,5
35175,21863,6,"Comedy, Ecchi, Harem, Seinen, Slice of Life",TV,592,5
45978,11665,9,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,781,5
55400,6,5,"Action, Comedy, Sci-Fi",TV,193,5
61761,9253,8,"Sci-Fi, Thriller",TV,957,5
31010,14075,9,"Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen",TV,213,5
28593,253,8,"Comedy, School, Slice of Life",TV,733,5
62873,23281,9,"Action, Police, Psychological, Sci-Fi",TV,358,5
3214,16009,9,"Fantasy, Mystery",TV,878,5
59818,12685,8,"Comedy, Fantasy, Parody",OVA,628,3
43324,19369,8,"Comedy, Fantasy, Harem, Parody",TV,624,5
53076,1519,7,"Action, Seinen",TV,370,5
24823,896,5,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,415,0
29623,801,8,"Action, Mecha, Military, Mystery, Police, Sci-Fi, Seinen",TV,322,5
6299,2966,9,"Adventure, Fantasy, Historical, Romance",TV,465,5
59248,2167,8,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,540,5
44778,20159,9,"Action, Adventure, Comedy, Fantasy, Kids",Special,23,4
60656,3784,7,"Action, Mecha, Sci-Fi",Movie,337,0
6255,3092,9,"Comedy, Drama, Romance, Shounen Ai",TV,544,5
13112,5680,7,"Comedy, Music, School, Slice of Life",TV,675,5
73460,28,7,"Comedy, Shounen",TV,747,5
67516,634,8,"Drama, Psychological, Romance, Seinen",TV,826,5
64382,3652,5,"Comedy, Mystery, Psychological, Supernatural, Thriller",OVA,682,3
69230,28495,8,"Action, Mecha, Sci-Fi, Seinen, Space",Movie,338,0
35292,8479,6,"Comedy, Historical, Parody",ONA,654,2
61965,27787,8,"Comedy, Harem, Romance, School, Shounen",TV,647,5
7752,4970,3,"Action, Adventure, Samurai",Movie,107,0
66773,2904,8,"Action, Drama, Mecha, Military, Sci-Fi, Super Power",TV,238,5
64222,392,8,"Action, Comedy, Demons, Fantasy, Martial Arts, School, Shounen",TV,122,5
49208,1342,5,"Action, Drama, Horror",OVA,225,3
58843,356,8,"Action, Fantasy, Magic, Romance, Supernatural",TV,280,5
64318,19769,7,"Action, Fantasy, Magic",TV,277,5
13103,20787,9,"Action, Mystery, Sci-Fi, Seinen",TV,350,5
71239,1519,9,"Action, Seinen",TV,370,5
12874,603,9,"Action, Comedy, Fantasy, Magic, Shoujo",TV,154,5
33606,18679,8,"Action, Comedy, School, Super Power",TV,191,5
7938,450,7,"Adventure, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural",Movie,436,0
22187,6361,7,"Drama, Music",Special,814,4
48058,10396,6,"Action, Comedy, Martial Arts",TV,166,5
9047,22199,7,"Action, Adventure, Fantasy",TV,73,5
10826,74,6,"Comedy, Magic, School, Shoujo",TV,666,5
47849,401,8,"Drama, Historical, Romance, Samurai, Shounen",OVA,795,3
50765,5,10,"Action, Drama, Mystery, Sci-Fi, Space",Movie,247,0
39117,10793,8,"Action, Drama, Sci-Fi, Super Power",TV,253,5
64714,9969,10,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,162,5
67372,8246,10,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,170,0
41437,19285,9,"Action, Drama, Fantasy, Shounen, Super Power",Special,220,4
41629,2966,8,"Adventure, Fantasy, Historical, Romance",TV,465,5
59648,4214,6,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire",TV,567,5
34259,24833,8,"Action, Comedy, School, Shounen",TV,187,5
45562,15225,6,"Comedy, Harem, Romance, School, Seinen, Supernatural",TV,645,5
33161,9062,7,"Action, Comedy, School, Supernatural",Special,192,4
34575,12365,10,"Comedy, Drama, Romance, Shounen",TV,543,5
21923,12031,9,"Action, Historical, Military, Seinen",TV,299,5
21511,24765,5,"Horror, Mystery, Psychological, School, Slice of Life",TV,901,5
3092,11843,10,"Comedy, School, Shounen, Slice of Life",TV,731,5
28238,18671,8,"Comedy, Drama, Romance, School, Slice of Life",TV,539,5
47777,1689,8,"Drama, Romance, Slice of Life",Movie,843,0
32395,9332,7,"Action, Adventure, Fantasy, Game, Sci-Fi",OVA,76,3
61943,8525,9,"Comedy, Harem, Romance, Shounen, Supernatural",TV,651,5
60675,1046,8,"Adventure, Comedy, Fantasy",TV,402,5
52101,8857,7,"Comedy, School, Slice of Life",OVA,733,3
64004,22877,10,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Supernatural",TV,137,5
12874,25303,8,"Shounen, Sports",OVA,958,3
66873,31245,8,"Romance, School",Movie,943,0
44627,1021,9,"Drama, Music, Romance, Shoujo",TV,816,5
30352,937,4,"Action, Adventure, Mecha, Police, Sci-Fi",OVA,103,3
30468,16592,7,"Action, Horror, Mystery, Psychological",TV,307,5
32663,22071,5,"Comedy, Romance, Slice of Life",Special,720,4
13298,189,9,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",TV,588,5
9106,7817,9,"Comedy, Ecchi, Romance, School, Seinen",TV,601,5
20584,30544,10,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",TV,136,5
5693,594,9,"Action, Adventure, Comedy, Shounen, Super Power",Special,46,4
19962,889,9,"Action, Seinen",TV,370,5
56463,31704,10,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",OVA,181,3
49864,393,9,"Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo",Movie,441,0
59484,4415,7,"Adventure, Fantasy",TV,461,5
28594,1639,1,"Hentai, Yaoi",OVA,896,3
54511,59,10,"Comedy, Drama, Ecchi, Romance, Sci-Fi, Seinen",TV,503,5
67030,16099,4,Comedy,Special,489,4
17815,27881,10,Hentai,OVA,893,3
565,4872,1,"Comedy, Parody, School",OVA,690,3
10765,3503,10,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural",TV,584,5
46109,23277,7,"Comedy, Ecchi, Harem, Romance, School",TV,578,5
24783,853,10,"Comedy, Harem, Romance, School, Shoujo",TV,646,5
23063,4181,9,"Drama, Fantasy, Romance, Slice of Life, Supernatural",TV,779,5
34184,4898,7,"Action, Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",TV,121,5
31035,26055,9,"Action, Adventure, Drama, Shounen, Supernatural",TV,70,5
37956,8424,8,"Comedy, Ecchi, Harem, School",TV,589,5
37969,28249,6,"Action, Adventure, Drama, Fantasy, Historical, Shounen",TV,57,5
69125,6773,7,"Action, Drama, Fantasy, Romance, Supernatural",TV,217,5
39758,11553,6,"Comedy, Romance, School, Slice of Life",Special,707,4
59833,3167,10,"Sci-Fi, Slice of Life",ONA,956,2
10722,670,8,"Drama, Romance, Slice of Life",TV,843,5
3362,2593,8,"Action, Mystery, Supernatural, Thriller",Movie,357,0
18319,11741,8,"Action, Fantasy, Supernatural, Thriller",TV,291,5
40117,10294,7,"Action, Super Power, Supernatural",Movie,375,0
56187,22877,6,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Supernatural",TV,137,5
30741,9253,10,"Sci-Fi, Thriller",TV,957,5
39414,16417,8,"Comedy, Slice of Life",TV,751,5
7511,23289,9,"Comedy, Romance, School",TV,698,5
32520,2001,9,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,41,5
60387,4981,7,"Action, Adventure, Drama, Psychological, Sci-Fi",TV,68,5
53401,812,3,"Adventure, Drama, Magic, Sci-Fi",TV,448,5
37870,13659,7,"Comedy, Seinen, Slice of Life",TV,744,5
31631,741,7,"Comedy, Drama, Hentai, Romance, Yaoi",OVA,520,3
1287,30205,8,"Action, Comedy, Shounen, Sports",TV,197,5
66718,7054,10,"Comedy, Romance, School, Shoujo",TV,702,5
70347,28805,8,"Adventure, Supernatural",Movie,488,0
10523,10152,8,"Romance, Shoujo",Special,949,4
44929,12135,6,"Adventure, Psychological, Sci-Fi",OVA,484,3
42762,9982,7,"Comedy, Ecchi, Fantasy, Magic, Shounen",OVA,571,3
19011,2581,9,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,237,5
6592,1663,8,"Adventure, Drama, Historical, Slice of Life",TV,446,5
30573,31680,8,"Comedy, Drama, Romance, Shounen Ai, Slice of Life",TV,545,5
63451,2907,7,"Comedy, Sci-Fi",TV,737,5
27672,10719,7,"Comedy, Ecchi, Harem, Romance, School, Seinen, Slice of Life",TV,582,5
59653,1094,7,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,34,4
45871,368,5,Hentai,OVA,893,3
13564,20785,8,"Magic, Romance, School, Sci-Fi, Supernatural",TV,915,5
14981,1,10,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",TV,14,5
50518,50,5,"Comedy, Magic, Romance, Seinen, Supernatural",TV,664,5
44471,11111,8,"Horror, Mystery, School, Supernatural, Thriller",TV,905,5
26418,263,10,"Comedy, Drama, Shounen, Sports",TV,555,5
57462,153,7,"Action, Adventure, Fantasy, Magic, Supernatural",TV,85,5
3614,28927,8,"Action, Drama, Shounen, Supernatural, Vampire",TV,256,5
16796,1575,9,"Action, Mecha, Military, School, Sci-Fi, Super Power",TV,324,5
14427,792,6,"Adventure, Comedy, Shounen",Movie,432,0
31151,8630,9,"Action, Comedy, Romance, School",TV,183,5
63593,1241,7,"Drama, Mecha, Military, Sci-Fi, Space",OVA,808,3
28508,71,9,"Action, Comedy, Mecha, Military, Sci-Fi",TV,173,5
21932,11111,7,"Horror, Mystery, School, Supernatural, Thriller",TV,905,5
24508,8424,8,"Comedy, Ecchi, Harem, School",TV,589,5
57488,21677,6,"Action, Mecha, Romance, Sci-Fi, Space",TV,334,5
31174,28891,9,"Comedy, Drama, School, Shounen, Sports",TV,550,5
19627,8525,8,"Comedy, Harem, Romance, Shounen, Supernatural",TV,651,5
48522,19,10,"Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller",TV,801,5
54226,24687,8,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Special,464,4
64766,4382,7,"Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life",TV,679,5
20501,24705,7,"Action, Comedy, Fantasy, Romance, School, Shounen",TV,156,5
14238,1281,9,"Horror, Mystery, Supernatural",TV,907,5
62152,4835,9,"Action, Comedy, Shounen, Super Power, Supernatural",Movie,198,0
8047,1691,7,"Action, Fantasy, Magic, Romance, Shounen",TV,278,5
25051,3572,8,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,321,5
40261,5163,10,"Comedy, Ecchi, Slice of Life",Special,619,4
56310,8675,6,"Comedy, School, Shounen, Slice of Life",TV,731,5
18579,534,10,"Adventure, Comedy, Demons, Fantasy, Magic",TV,383,5
40243,1,7,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",TV,14,5
61007,12565,7,"Action, Fantasy, Magic, Romance, Shounen, Supernatural",OVA,279,3
32858,9936,8,"Action, Ecchi, Harem, Martial Arts, School, Super Power",TV,261,5
54027,3086,7,"Action, Fantasy, Sci-Fi",OVA,284,3
32398,6702,8,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",TV,25,5
7953,1195,7,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",TV,18,5
23791,8460,8,"Action, Shounen, Supernatural",OVA,374,3
34375,441,9,"Dementia, Drama, Fantasy, Romance, Shoujo",Movie,754,0
28270,27633,8,"Comedy, Romance, School",Special,698,4
30703,744,7,"Comedy, Romance, Sci-Fi, Shounen",TV,711,5
63249,11917,9,"Comedy, Drama, Sports",OVA,557,3
56412,9741,7,"Comedy, Ecchi, Romance, Seinen",OVA,605,3
50853,2386,7,"Comedy, Fantasy, Shounen, Sports",Movie,633,0
33172,21681,7,"Comedy, School, Seinen, Slice of Life",TV,726,5
36586,355,7,"Action, Drama, Fantasy, Romance, School, Supernatural",TV,216,5
19721,2970,6,"Adventure, Fantasy, Magic, Shounen",TV,468,5
37286,25159,6,"Comedy, Romance, School, Slice of Life, Supernatural",TV,708,5
57327,9513,8,"Action, Comedy, Demons, School, Shounen, Supernatural",TV,124,5
47112,10719,8,"Comedy, Ecchi, Harem, Romance, School, Seinen, Slice of Life",TV,582,5
55628,5365,10,Drama,Movie,764,0
51134,899,6,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,415,0
23485,9750,9,"Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire",TV,608,5
71713,20,7,"Action, Comedy, Martial Arts, Shounen, Super Power",TV,170,5
41207,3901,8,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",Special,161,4
21435,6682,7,"Action, Ecchi, Super Power, Supernatural",TV,272,5
66563,24439,7,"Action, Fantasy, Shounen, Super Power, Supernatural, Vampire",TV,288,5
9050,90,8,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,237,5
36797,10161,7,"Action, Sci-Fi",TV,365,5
11536,16335,6,"Action, Mecha, Military, Sci-Fi",Special,326,4
44562,11617,6,"Comedy, Demons, Ecchi, Harem, Romance, School",TV,491,5
32934,323,7,"Drama, Mystery, Police, Psychological, Supernatural, Thriller",TV,820,5
58710,199,9,"Adventure, Drama, Supernatural",Movie,458,0
69684,22877,8,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Supernatural",TV,137,5
7942,10849,6,Music,Music,922,1
66058,2904,9,"Action, Drama, Mecha, Military, Sci-Fi, Super Power",TV,238,5
35049,10793,9,"Action, Drama, Sci-Fi, Super Power",TV,253,5
49471,1007,8,"Comedy, Martial Arts, Romance, Shounen",OVA,669,3
6280,5060,7,"Comedy, Historical, Parody",ONA,654,2
13265,26055,8,"Action, Adventure, Drama, Shounen, Supernatural",TV,70,5
58839,2408,10,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",Movie,13,0
11398,272,7,"Action, Drama, Mystery",TV,245,5
6917,7088,7,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, School, Shounen",TV,135,5
20027,7817,7,"Comedy, Ecchi, Romance, School, Seinen",TV,601,5
24072,7088,7,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, School, Shounen",TV,135,5
47277,10083,10,"Horror, Mystery, Supernatural, Vampire",Special,909,4
11466,2001,10,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,41,5
21511,11981,9,"Drama, Magic, Psychological, Thriller",Movie,806,0
31849,6114,8,"Drama, Historical, Seinen, Thriller",TV,798,5
31698,3901,8,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",Special,161,4
6152,4106,8,"Action, Comedy, Sci-Fi",Movie,193,0
56380,269,7,"Action, Comedy, Shounen, Super Power, Supernatural",TV,198,5
21260,4059,10,"Drama, Romance, School, Slice of Life",Special,836,4
70347,227,9,"Action, Comedy, Dementia, Mecha, Parody, Sci-Fi",OVA,118,3
22482,696,6,"Comedy, Harem, Romance, Sci-Fi, Shounen, Space",TV,649,5
11132,5680,9,"Comedy, Music, School, Slice of Life",TV,675,5
47435,11013,7,"Comedy, Romance, Shounen, Supernatural",TV,719,5
59378,28155,10,"Action, Adventure, Comedy, Drama",TV,5,5
58517,105,7,"Comedy, Romance, Shounen, Slice of Life",TV,718,5
11436,4196,7,"Action, Ecchi, Martial Arts, School, Super Power",TV,267,5
18398,6443,4,"Action, Adventure, Comedy, Ecchi",OVA,17,3
38670,1187,7,"Comedy, Drama, Sci-Fi",OVA,552,3
379,11111,8,"Horror, Mystery, School, Supernatural, Thriller",TV,905,5
17645,20031,8,"Comedy, Game, School, Seinen",TV,635,5
44561,6336,8,"Action, Drama, Mecha, Military, Sci-Fi, Space",OVA,237,3
1589,12445,9,"Horror, Mystery, Romance, School, Shounen, Supernatural",TV,904,5
23997,16397,10,"Ecchi, Romance, School",TV,862,5
8643,28891,10,"Comedy, Drama, School, Shounen, Sports",TV,550,5
7732,1023,9,"Adventure, Drama, Psychological, Sci-Fi, Supernatural",OVA,452,3
49662,28677,5,"Comedy, Harem, Mystery, Romance, School, Shounen, Supernatural",TV,639,5
55537,14345,6,"Action, Psychological, Sci-Fi, Seinen",TV,360,5
60637,523,8,"Adventure, Comedy, Supernatural",Movie,435,0
48661,9041,9,"Action, Comedy, Harem, Mecha, Sci-Fi",TV,160,5
1719,2927,9,"Drama, Romance, School",TV,830,5
36794,30911,7,"Action, Adventure, Fantasy",TV,73,5
38095,8247,7,"Action, Comedy, Shounen, Super Power, Supernatural",Movie,198,0
4373,24415,9,"Comedy, School, Shounen, Sports",TV,732,5
15687,25183,8,"Action, Drama, Seinen",TV,254,5
23840,177,9,"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural",TV,83,5
58667,317,7,"Action, Fantasy, Super Power",Movie,289,0
71579,226,10,"Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural",TV,228,5
19545,849,9,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life",TV,680,5
63259,13411,5,"Action, Drama, Sci-Fi, Super Power",OVA,253,3
34514,8934,5,"Action, Mecha, Romance, Shounen",TV,335,5
64225,442,7,"Adventure, Comedy, Drama, Historical, Shounen, Supernatural",Movie,396,0
40999,8769,7,"Comedy, Seinen, Slice of Life",TV,744,5
48879,20785,8,"Magic, Romance, School, Sci-Fi, Supernatural",TV,915,5
28622,30503,9,"Action, Adventure, Shounen, Supernatural",TV,112,5
31340,73,8,"Action, Mecha, Military",TV,320,5
59013,2104,8,"Comedy, Parody, Romance, School",TV,689,5
67845,8841,6,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",TV,139,5
4244,523,7,"Adventure, Comedy, Supernatural",Movie,435,0
16060,317,7,"Action, Fantasy, Super Power",Movie,289,0
45816,20159,8,"Action, Adventure, Comedy, Fantasy, Kids",Special,23,4
49714,8857,7,"Comedy, School, Slice of Life",OVA,733,3
14078,2251,7,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",TV,161,5
49556,490,7,"Comedy, Parody, School",TV,690,5
29965,11111,6,"Horror, Mystery, School, Supernatural, Thriller",TV,905,5
60915,1535,10,"Mystery, Police, Psychological, Supernatural, Thriller",TV,927,5
24797,15335,9,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Movie,162,0
35647,16239,7,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,34,4
28001,1719,6,"Action, Comedy, Drama, Magic, Seinen",Special,127,4
30697,2923,8,"Comedy, Magic, School, Shoujo",TV,666,5
12250,2104,6,"Comedy, Parody, Romance, School",TV,689,5
66643,14833,8,"Adventure, Demons, Fantasy, Historical, Romance",TV,438,5
1456,1011,8,"Adventure, Comedy, Martial Arts, Romance, Shounen, Supernatural",OVA,424,3
24120,11577,8,"Sci-Fi, Thriller",Movie,957,0
31028,157,4,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",TV,562,5
48375,1432,6,"Action, Adventure, Comedy, Shounen",Movie,45,0
17085,1571,8,"Comedy, Horror, Mystery, Shoujo, Supernatural",TV,657,5
39506,228,10,"Horror, Mystery, Psychological, Supernatural",TV,902,5
9426,1536,9,"Action, Comedy, Fantasy, School, Shounen, Supernatural",TV,157,5
72768,31240,9,"Drama, Fantasy, Psychological, Thriller",TV,776,5
41126,15895,8,"Romance, School, Shoujo",Special,945,4
36560,14513,10,"Action, Adventure, Fantasy, Magic, Shounen",TV,84,5
11,4059,7,"Drama, Romance, School, Slice of Life",Special,836,4
55369,29758,5,"Action, Comedy, Martial Arts, Mystery, Super Power, Supernatural",TV,167,5
60743,952,4,"Comedy, Magic",TV,662,5
50673,587,6,"Comedy, Drama, Romance",TV,533,5
40772,3667,9,"Action, Ecchi, Magic, Military, Sci-Fi",TV,266,5
39335,820,9,"Drama, Military, Sci-Fi, Space",OVA,813,3
26166,7079,6,"Action, Horror, Mystery, Supernatural",TV,309,5
27786,22199,9,"Action, Adventure, Fantasy",TV,73,5
37387,13601,8,"Action, Police, Psychological, Sci-Fi",TV,358,5
16156,164,8,"Action, Adventure, Fantasy",Movie,73,0
65440,12711,10,"Comedy, Harem, Music, Romance, School, Shoujo",TV,638,5
51239,12355,9,"Fantasy, Slice of Life",Movie,883,0
55227,79,7,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen",TV,499,5
27462,4752,8,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",TV,822,5
39245,234,7,"Adventure, Shounen, Sports",TV,487,5
50860,411,7,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,66,5
72339,14741,10,"Comedy, Drama, Romance, School, Slice of Life",TV,539,5
71216,12115,7,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Movie,50,0
11743,9367,7,"Action, Drama, Ecchi, Harem, Martial Arts, Romance, Sci-Fi, Seinen",TV,210,5
25462,606,10,"Adventure, Comedy, Historical, Martial Arts, Samurai",TV,419,5
55010,5150,9,"Comedy, Romance, School, Shounen",TV,704,5
66704,9136,9,"Comedy, Fantasy, Parody, Shounen, Supernatural",Special,629,4
61046,4181,10,"Drama, Fantasy, Romance, Slice of Life, Supernatural",TV,779,5
33927,12293,8,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance",TV,561,5
16581,2890,10,"Adventure, Fantasy",Movie,461,0
12593,10716,8,"Action, Super Power, Supernatural",Movie,375,0
40261,11933,9,"Comedy, Historical, Romance",TV,655,5
38229,3784,9,"Action, Mecha, Sci-Fi",Movie,337,0
48336,9989,9,"Drama, Slice of Life, Supernatural",TV,855,5
16375,6,7,"Action, Comedy, Sci-Fi",TV,193,5
59818,6682,3,"Action, Ecchi, Super Power, Supernatural",TV,272,5
49765,1487,9,"Adventure, Comedy, Fantasy, Game, Magic, Sci-Fi",Special,403,4
51638,121,10,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",TV,7,5
51327,15117,7,"Comedy, Harem, Romance, Shounen, Supernatural",OVA,651,3
27304,195,8,"Comedy, Drama, Romance, School, Sci-Fi",TV,535,5
40607,71,7,"Action, Comedy, Mecha, Military, Sci-Fi",TV,173,5
8421,4182,8,"Comedy, Parody, Sci-Fi",Special,694,4
30160,3392,9,"Harem, Music, Romance, School, Shoujo",Special,889,4
7135,4063,7,"Action, Comedy, Ecchi, Harem, Super Power",TV,141,5
52414,3501,8,"Adventure, Fantasy, Historical, Romance",TV,465,5
66605,537,7,"Action, Adventure, Martial Arts, Sci-Fi",OVA,101,3
33059,9041,9,"Action, Comedy, Harem, Mecha, Sci-Fi",TV,160,5
68091,7662,7,"Horror, Mystery, Shoujo, Supernatural",TV,906,5
3419,7465,8,"Sci-Fi, Slice of Life",Movie,956,0
50757,3247,5,"Comedy, Ecchi, Harem, Romance",OVA,577,3
12138,5258,9,"Comedy, Drama, Shounen, Sports",TV,555,5
18461,17265,9,"Action, Adventure, Fantasy, Game, Magic, Shounen",TV,74,5
59617,11241,6,"Action, Adventure, Historical, Samurai, Seinen, Super Power",TV,97,5
8197,1535,10,"Mystery, Police, Psychological, Supernatural, Thriller",TV,927,5
40189,2476,10,"Drama, Harem, Romance, School",TV,788,5
12271,22043,10,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",TV,25,5
14402,22729,6,"Action, Mecha, Sci-Fi",TV,337,5
12938,4134,8,Comedy,Special,489,4
57040,1066,9,"Comedy, Parody",Special,687,4
61110,1535,10,"Mystery, Police, Psychological, Supernatural, Thriller",TV,927,5
54074,4752,9,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",TV,822,5
52637,5681,8,"Comedy, Sci-Fi",Movie,737,0
44122,17293,8,"Action, Music, Sci-Fi",Music,346,1
12412,1530,8,"Drama, Romance, Slice of Life, Supernatural",TV,844,5
24796,13161,7,"Action, Ecchi, Fantasy, Super Power",TV,260,5
22389,13659,8,"Comedy, Seinen, Slice of Life",TV,744,5
64263,19855,7,"Action, Supernatural",TV,377,5
66782,1689,9,"Drama, Romance, Slice of Life",Movie,843,0
70068,4224,9,"Comedy, Romance, School, Slice of Life",TV,707,5
27247,59,10,"Comedy, Drama, Ecchi, Romance, Sci-Fi, Seinen",TV,503,5
